id,title,old_filename,file_name,volume,year
261060,Frenesí,261060.pdf,Frenesí.pdf,Vol2,1939
262830,From This Moment On,262830.pdf,From This Moment On.pdf,Vol3,1950
30650,Full House,030650.pdf,Full House.pdf,Vol1,1965
263424,Full Moon And Empty Arms,263424.pdf,Full Moon And Empty Arms.pdf,Vol3,1946
983339,Funkallero,983339.pdf,Funkallero.pdf,Vol3,1971
54996,Funky,054996.pdf,Funky.pdf,Vol2,1965
266979,|Gee Baby, Ain't I Good To You|,266979.pdf,Gee Baby Ain't I Good To You.pdf,Vol1,1929
983341,Gemini,983341.pdf,Gemini.pdf,Vol1,1962
269420,Georgia On My Mind,269420.pdf,Georgia On My Mind.pdf,Vol2,1930
270560,Get Happy,270560.pdf,Get Happy.pdf,Vol3,1929
270800,Get Me To The Church On Time,270800.pdf,Get Me To The Church On Time.pdf,Vol2,1956
270980,Get Out Of Town,270980.pdf,Get Out Of Town.pdf,Vol2,1938
54997,Gettin' It Togetha,054997.pdf,Gettin' It Togetha.pdf,Vol2,2003
282086,Giant Steps,282086.pdf,Giant Steps.pdf,Vol1,1974
986705,Girl Talk,986705.pdf,Girl Talk.pdf,Vol2,1965
278110,Glad To Be Unhappy,278110.pdf,Glad To Be Unhappy.pdf,Vol3,1936
983342,Gloria's Step,983342.pdf,Gloria's Step.pdf,Vol1,1962
281985,God Bless' The Child,281985.pdf,God Bless' The Child.pdf,Vol1,1941
21773,Golden Lady,021773.pdf,Golden Lady.pdf,Vol1,1973
285600,Gone With The Wind,285600.pdf,Gone With The Wind.pdf,Vol3,1937
55625,Good Evening Mr. And Mrs. America,055625.pdf,Good Evening Mr. And Mrs. America.pdf,Vol1,1975
288280,Good Morning Heartache,288280.pdf,Good Morning Heartache.pdf,Vol3,1945
990100,Got A Match?,990100.pdf,Got A Match.pdf,Vol3,1986
296250,Grand Central,296250.pdf,Grand Central.pdf,Vol1,1977
634,Gravy Waltz,000634.pdf,Gravy Waltz.pdf,Vol2,1962
983449,Gregory Is Here,983449.pdf,Gregory Is Here.pdf,Vol2,1972
91920,Grooveyard,091920.pdf,Grooveyard.pdf,Vol2,1958
297695,Groovin' High,297695.pdf,Groovin' High.pdf,Vol1,1944
59297,Grow Your Own,059297.pdf,Grow Your Own.pdf,Vol1,1968
9181,Guilty,009181.pdf,Guilty.pdf,Vol1,1931
60135,Gypsy In My Soul,060135.pdf,Gypsy In My Soul.pdf,Vol1,1937
27440,H & H,027440.pdf,H  H.pdf,Vol3,1991
17901,Hackensack,017901.pdf,Hackensack.pdf,Vol2,1978
303280,Half Nelson,303280.pdf,Half Nelson.pdf,Vol1,1948
983346,Hallucinations,983346.pdf,Hallucinations.pdf,Vol2,1965
308570,Happy Hunting Horn,308570.pdf,Happy Hunting Horn.pdf,Vol3,1951
56585,Happy Little Sunbeam,056585.pdf,Happy Little Sunbeam.pdf,Vol2,1952
310460,Hard Hearted Hannah (The Vamp Of Savannah),310460.pdf,Hard Hearted Hannah The Vamp Of Savannah.pdf,Vol3,1924
311300,Harlem Nocturne,311300.pdf,Harlem Nocturne.pdf,Vol3,1940
311850,Haunted Heart,311850.pdf,Haunted Heart.pdf,Vol3,1948
312030,Have You Met Miss Jones?,312030.pdf,Have You Met Miss Jones.pdf,Vol1,1937
983348,Havona,983348.pdf,Havona.pdf,Vol2,1976
41777,Head And Shoulders,041777.pdf,Head And Shoulders.pdf,Vol2,1967
318062,Heart And Soul,318062.pdf,Heart And Soul.pdf,Vol3,1938
318820,Heat Wave,318820.pdf,Heat Wave.pdf,Vol3,1933
11542,Heaven,011542.pdf,Heaven.pdf,Vol1,1968
319981,Heebie Jeebies,319981.pdf,Heebie Jeebies.pdf,Vol1,1926
321750,|Hello, Young Lovers|,321750.pdf,Hello Young Lovers.pdf,Vol1,1951
324330,Here's That Rainy Day,324330.pdf,Here's That Rainy Day.pdf,Vol1,1949
324490,Here's To My Lady,324490.pdf,Here's To My Lady.pdf,Vol3,1951
55522,Hi Beck,055522.pdf,Hi Beck.pdf,Vol2,1958
327153,High Fly,327153.pdf,High Fly.pdf,Vol2,1958
328780,High Hopes,328780.pdf,High Hopes.pdf,Vol3,1959
101455,Hit That Mess,101455.pdf,Hit That Mess.pdf,Vol3,1941
322100,Ho-Ba-La-La,322100.pdf,Ho-Ba-La-La.pdf,Vol2,1964
41781,Hocus-Pocus,041781.pdf,Hocus-Pocus.pdf,Vol2,1964
56516,Holy Land,056516.pdf,Holy Land.pdf,Vol2,1962
337440,Honeysuckle Rose,337440.pdf,Honeysuckle Rose.pdf,Vol2,1929
338700,Hooray For Love,338700.pdf,Hooray For Love.pdf,Vol3,1948
983450,Horace Scope,983450.pdf,Horace Scope.pdf,Vol2,1956
13019,Hot Toddy,013019.pdf,Hot Toddy.pdf,Vol1,1953
55621,House Of Jade,055621.pdf,House Of Jade.pdf,Vol1,1964
342570,How Are Things In Glocca Morra,342570.pdf,How Are Things In Glocca Morra.pdf,Vol3,1946
343520,How Deep Is The Ocean (How High Is The Sky),343520.pdf,How Deep Is The Ocean How High Is The Sky.pdf,Vol3,1932
344100,How High The Moon,344100.pdf,How High The Moon.pdf,Vol1,1940
344280,How Insensitive (Insensatez),344280.pdf,How Insensitive Insensatez.pdf,Vol1,1963
12022,How My Heart Sings,012022.pdf,How My Heart Sings.pdf,Vol1,
344970,Hullo Bolinas,344970.pdf,Hullo Bolinas.pdf,Vol1,1971
54971,Hummin',054971.pdf,Hummin'.pdf,Vol2,1969
18486,Humpty Dumpty,018486.pdf,Humpty Dumpty.pdf,Vol2,1978
348790,I Ain't Got Nobody (And Nobody Cares For Me),348790.pdf,I Ain't Got Nobody And Nobody Cares For Me.pdf,Vol3,1915
348900,I Ain't Got Nothin' But The Blues,348900.pdf,I Ain't Got Nothin' But The Blues.pdf,Vol3,1944
349990,I Believe In You,349990.pdf,I Believe In You.pdf,Vol2,1961
350400,I Can't Believe That You're In Love With Me,350400.pdf,I Can't Believe That You're In Love With Me.pdf,Vol3,1926
350470,I Can't Get Started With You,350470.pdf,I Can't Get Started With You.pdf,Vol1,1935
350600,I Can't Give You Anything But Love,350600.pdf,I Can't Give You Anything But Love.pdf,Vol1,1928
351820,I Concentrate On You,351820.pdf,I Concentrate On You.pdf,Vol3,1939
351880,I Could Have Danced All Night,351880.pdf,I Could Have Danced All Night.pdf,Vol3,1956
352260,I Could Write A Book,352260.pdf,I Could Write A Book.pdf,Vol1,1940
352510,I Cried For You,352510.pdf,I Cried For You.pdf,Vol3,1923
352600,I Didn't Know What Time It Was,352600.pdf,I Didn't Know What Time It Was.pdf,Vol3,1939
994036,I Don't Know Enough About You,994036.pdf,I Don't Know Enough About You.pdf,Vol3,1946
353400,I Don't Know Why (I Just Do),353400.pdf,I Don't Know Why I Just Do.pdf,Vol3,1931
271625,I Don't Stand A Ghost Of A Chance,271625.pdf,I Don't Stand A Ghost Of A Chance.pdf,Vol2,1932
353870,I Don't Want To Walk Without You,353870.pdf,I Don't Want To Walk Without You.pdf,Vol3,1941
355111,I Found A Million Dollar Baby (In A Five And Ten Cent Store),355111.pdf,I Found A Million Dollar Baby In A Five And Ten Cent Store.pdf,Vol3,1931
159,I Get Along Without You Very Well (Except Sometimes),000159.pdf,I Get Along Without You Very Well Except Sometimes.pdf,Vol2,1938
356550,I Got It Bad And That Ain't Good,356550.pdf,I Got It Bad And That Ain't Good.pdf,Vol1,1941
357390,I Got The Sun In The Morning,357390.pdf,I Got The Sun In The Morning.pdf,Vol3,1946
357490,I Gotta Right To Sing The Blues,357490.pdf,I Gotta Right To Sing The Blues.pdf,Vol3,1932
298575,I Guess I'll Hang My Tears Out To Dry,298575.pdf,I Guess I'll Hang My Tears Out To Dry.pdf,Vol3,1944
358500,I Have Dreamed,358500.pdf,I Have Dreamed.pdf,Vol2,1951
998565,I Hear A Rhapsody,998565.pdf,I Hear A Rhapsody.pdf,Vol2,1941
358675,I Hear Music,358675.pdf,I Hear Music.pdf,Vol3,1940
10363,I Keep Going Back To Joe's,010363.pdf,I Keep Going Back To Joe's.pdf,Vol3,1961
360525,I Left My Heart In San Francisco,360525.pdf,I Left My Heart In San Francisco.pdf,Vol3,1954
360650,I Let A Song Go Out Of My Heart,360650.pdf,I Let A Song Go Out Of My Heart.pdf,Vol1,1938
361190,I Like The Likes Of You,361190.pdf,I Like The Likes Of You.pdf,Vol3,1933
362300,I Love Paris,362300.pdf,I Love Paris.pdf,Vol1,1953
255360,(I Love You) For Sentimental Reasons,255360.pdf,I Love You For Sentimental Reasons.pdf,Vol1,1945
363060,I Love You,363060.pdf,I Love You.pdf,Vol1,1943
983349,I Mean You,983349.pdf,I Mean You.pdf,Vol1,1947
12252,I Remember Bird,012252.pdf,I Remember Bird.pdf,Vol2,1967
364206,I Remember Clifford,364206.pdf,I Remember Clifford.pdf,Vol1,1957
364222,I Remember You,364222.pdf,I Remember You.pdf,Vol2,1942
365500,I Should Care,365500.pdf,I Should Care.pdf,Vol1,1944
366700,I Thought About You,366700.pdf,I Thought About You.pdf,Vol2,1939
368015,I Wanna Be Loved,368015.pdf,I Wanna Be Loved.pdf,Vol3,1932
370880,I Will Wait For You,370880.pdf,I Will Wait For You.pdf,Vol2,1965
370897,I Wish I Didn't Love You So,370897.pdf,I Wish I Didn't Love You So.pdf,Vol2,1947
15428,I Wish I Knew How It Would Feel To Be Free,015428.pdf,I Wish I Knew How It Would Feel To Be Free.pdf,Vol1,1964
371500,I Wish I Were In Love Again,371500.pdf,I Wish I Were In Love Again.pdf,Vol3,1937
371640,I Wish You Love,371640.pdf,I Wish You Love.pdf,Vol3,1946
371675,I Wished On The Moon,371675.pdf,I Wished On The Moon.pdf,Vol3,1934
371830,I Won't Dance,371830.pdf,I Won't Dance.pdf,Vol3,1934
375150,I'll Be Around,375150.pdf,I'll Be Around.pdf,Vol3,1942
375270,I'll Be Seeing You,375270.pdf,I'll Be Seeing You.pdf,Vol3,1938
10025,I'll Close My Eyes,010025.pdf,I'll Close My Eyes.pdf,Vol3,1945
376010,I'll Get By (As Long As I Have You),376010.pdf,I'll Get By As Long As I Have You.pdf,Vol3,1928
376260,I'll Know,376260.pdf,I'll Know.pdf,Vol2,1950
377350,I'll Never Smile Again,377350.pdf,I'll Never Smile Again.pdf,Vol1,1939
377910,I'll Remember April,377910.pdf,I'll Remember April.pdf,Vol1,1941
379050,I'll Take Romance,379050.pdf,I'll Take Romance.pdf,Vol3,1937
11808,I'm A Fool To Want You,011808.pdf,I'm A Fool To Want You.pdf,Vol2,1951
983462,(I'm Afraid) The Masquerade Is Over,983462.pdf,I'm Afraid The Masquerade Is Over.pdf,Vol3,1938
379960,I'm All Smiles,379960.pdf,I'm All Smiles.pdf,Vol1,1964
380170,I'm Always Chasing Rainbows,380170.pdf,I'm Always Chasing Rainbows.pdf,Vol3,1917
380650,I'm Beginning To See The Light,380650.pdf,I'm Beginning To See The Light.pdf,Vol1,1944
381330,I'm Confessin' (That I Love You),381330.pdf,I'm Confessin' That I Love You.pdf,Vol2,1930
381720,I'm Glad There Is You (In This World Of Ordinary People),381720.pdf,I'm Glad There Is You In This World Of Ordinary People.pdf,Vol3,1941
7626,I'm Hip,007626.pdf,I'm Hip.pdf,Vol3,1967
381944,I'm Just A Lucky So And So,381944.pdf,I'm Just A Lucky So And So.pdf,Vol2,1945
382470,I'm Old Fashioned,382470.pdf,I'm Old Fashioned.pdf,Vol3,1942
382560,I'm Putting All My Eggs In One Basket,382560.pdf,I'm Putting All My Eggs In One Basket.pdf,Vol2,1936
382870,I'm Sitting On Top Of The World,382870.pdf,I'm Sitting On Top Of The World.pdf,Vol3,1925
383709,I'm Your Pal,383709.pdf,I'm Your Pal.pdf,Vol1,1967
384730,I've Found A New Baby (I Found A New Baby),384730.pdf,I've Found A New Baby I Found A New Baby.pdf,Vol2,1926
385320,I've Got My Love To Keep Me Warm,385320.pdf,I've Got My Love To Keep Me Warm.pdf,Vol3,1936
385350,I've Got The World On A String,385350.pdf,I've Got The World On A String.pdf,Vol3,1932
385370,I've Got You Under My Skin,385370.pdf,I've Got You Under My Skin.pdf,Vol3,1936
385400,I've Grown Accustomed To Her Face,385400.pdf,I've Grown Accustomed To Her Face.pdf,Vol3,1956
385420,I've Heard That Song Before,385420.pdf,I've Heard That Song Before.pdf,Vol3,1942
385700,I've Never Been In Love Before,385700.pdf,I've Never Been In Love Before.pdf,Vol3,1950
386080,I've Told Ev'ry Little Star,386080.pdf,I've Told Ev'ry Little Star.pdf,Vol2,1932
57328,Icarus,057328.pdf,Icarus.pdf,Vol1,1970
55562,Ice Cream Konitz,055562.pdf,Ice Cream Konitz.pdf,Vol2,1958
18093,Idol Gossip,018093.pdf,Idol Gossip.pdf,Vol2,1977
387300,If I Didn't Care,387300.pdf,If I Didn't Care.pdf,Vol3,1939
387790,If I Loved You,387790.pdf,If I Loved You.pdf,Vol2,1945
160,If I Should Lose You,000160.pdf,If I Should Lose You.pdf,Vol2,1935
388170,If I Were A Bell,388170.pdf,If I Were A Bell.pdf,Vol2,1950
390275,If You Never Come To Me (Inutil Paisagem),390275.pdf,If You Never Come To Me Inutil Paisagem.pdf,Vol1,1965
390680,Ill Wind (You're Blowin' Me No Good),390680.pdf,Ill Wind You're Blowin' Me No Good.pdf,Vol3,1934
393110,Imagination,393110.pdf,Imagination.pdf,Vol2,1939
393440,Impressions,393440.pdf,Impressions.pdf,Vol1,1974
393870,In A Little Spanish Town ('Twas On A Night Like This),393870.pdf,In A Little Spanish Town 'Twas On A Night Like This.pdf,Vol3,1926
13771,In A Mellow Tone,013771.pdf,In A Mellow Tone.pdf,Vol1,1940
394200,In A Sentimental Mood,394200.pdf,In A Sentimental Mood.pdf,Vol1,1935
394370,In Case You Haven't Heard,394370.pdf,In Case You Haven't Heard.pdf,Vol2,
27451,In Her Family,027451.pdf,In Her Family.pdf,Vol3,1991
395444,In Love In Vain,395444.pdf,In Love In Vain.pdf,Vol3,1946
54958,In Pursuit Of The 27th Man,054958.pdf,In Pursuit Of The 27th Man.pdf,Vol2,1972
398007,|In The Cool, Cool, Cool Of The Evening|,398007.pdf,In The Cool Cool Cool Of The Evening.pdf,Vol3,1951
400000,In The Mood,400000.pdf,In The Mood.pdf,Vol1,1939
400520,In The Still Of The Night,400520.pdf,In The Still Of The Night.pdf,Vol2,1937
400950,In The Wee Small Hours Of The Morning,400950.pdf,In The Wee Small Hours Of The Morning.pdf,Vol1,1955
983350,In Walked Bud,983350.pdf,In Walked Bud.pdf,Vol2,1948
59299,In Your Quiet Place,059299.pdf,In Your Quiet Place.pdf,Vol1,1968
55848,Indian Lady,055848.pdf,Indian Lady.pdf,Vol1,1967
984734,Indian Summer,984734.pdf,Indian Summer.pdf,Vol3,1919
402890,Indiana (Back Home Again In Indiana),402890.pdf,Indiana Back Home Again In Indiana.pdf,Vol2,1917
403200,Infant Eyes,403200.pdf,Infant Eyes.pdf,Vol2,1965
10223,Inner Urge,010223.pdf,Inner Urge.pdf,Vol1,1964
51778,Interchange,051778.pdf,Interchange.pdf,Vol3,1994
985815,Interplay,985815.pdf,Interplay.pdf,Vol1,1963
406218,Invitation,406218.pdf,Invitation.pdf,Vol1,1952
31780,Iris,031780.pdf,Iris.pdf,Vol1,1965
407360,|Is You Is, Or Is You Ain't (Ma' Baby)|,407360.pdf,Is You Is Or Is You Ain't Ma' Baby.pdf,Vol1,1943
983456,Isfahan,983456.pdf,Isfahan.pdf,Vol3,1964
407645,Island Birdie,407645.pdf,Island Birdie.pdf,Vol2,1982
408411,Isn't It Romantic?,408411.pdf,Isn't It Romantic.pdf,Vol1,1932
10230,Isotope,010230.pdf,Isotope.pdf,Vol1,1964
1523,Israel,001523.pdf,Israel.pdf,Vol1,1954
408780,It All Depends On You,408780.pdf,It All Depends On You.pdf,Vol3,1926
408905,It Could Happen To You,408905.pdf,It Could Happen To You.pdf,Vol2,1944
409150,It Don't Mean A Thing (If It Ain't Got That Swing),409150.pdf,It Don't Mean A Thing If It Ain't Got That Swing.pdf,Vol1,1932
410115,It Might As Well Be Spring,410115.pdf,It Might As Well Be Spring.pdf,Vol2,1945
410150,It Never Entered My Mind,410150.pdf,It Never Entered My Mind.pdf,Vol3,1940
410193,It Only Happens When I Dance With You,410193.pdf,It Only Happens When I Dance With You.pdf,Vol3,1947
882470,It Will Have To Do Until The Real Thing Comes Along,882470.pdf,It Will Have To Do Until The Real Thing Comes Along.pdf,Vol2,1936
410500,It's A Big Wide Wonderful World,410500.pdf,It's A Big Wide Wonderful World.pdf,Vol3,1939
410590,It's A Blue World,410590.pdf,It's A Blue World.pdf,Vol2,1939
410700,It's A Good Day,410700.pdf,It's A Good Day.pdf,Vol3,1946
410780,It's A Lovely Day Today,410780.pdf,It's A Lovely Day Today.pdf,Vol3,1950
411000,It's A Most Unusual Day,411000.pdf,It's A Most Unusual Day.pdf,Vol3,1947
412175,It's All Right With Me,412175.pdf,It's All Right With Me.pdf,Vol2,1953
412680,|It's Been A Long, Long Time|,412680.pdf,It's Been A Long Long Time.pdf,Vol3,1945
412890,It's De-Lovely,412890.pdf,It's De-Lovely.pdf,Vol3,1936
413200,It's Easy To Remember,413200.pdf,It's Easy To Remember.pdf,Vol1,1934
413760,It's Impossible (Somos Novios),413760.pdf,It's Impossible Somos Novios.pdf,Vol3,1968
414770,It's Only A Paper Moon,414770.pdf,It's Only A Paper Moon.pdf,Vol2,1933
414460,It's So Nice To Have A Man Around The House,414460.pdf,It's So Nice To Have A Man Around The House.pdf,Vol3,1950
56513,It's So Peaceful In The Country,056513.pdf,It's So Peaceful In The Country.pdf,Vol2,1941
414970,It's The Talk Of The Town,414970.pdf,It's The Talk Of The Town.pdf,Vol3,1933
414997,It's Too Late,414997.pdf,It's Too Late.pdf,Vol3,1971
415200,It's You Or No One,415200.pdf,It's You Or No One.pdf,Vol3,1948
54998,Jackie,054998.pdf,Jackie.pdf,Vol2,1965
55658,Jamba,055658.pdf,Jamba.pdf,Vol3,1985
27456,James,027456.pdf,James.pdf,Vol3,1982
419345,Java Jive,419345.pdf,Java Jive.pdf,Vol3,1940
420290,Jeannine,420290.pdf,Jeannine.pdf,Vol2,1960
992462,Jelly Roll,992462.pdf,Jelly Roll.pdf,Vol1,1975
420800,Jersey Bounce,420800.pdf,Jersey Bounce.pdf,Vol3,1940
15103,Jingles,015103.pdf,Jingles.pdf,Vol2,1961
427890,Jitterbug Waltz,427890.pdf,Jitterbug Waltz.pdf,Vol2,1942
983457,Jordu,983457.pdf,Jordu.pdf,Vol1,1959
993781,Journey To Recife,993781.pdf,Journey To Recife.pdf,Vol1,1962
46798,Joy Spring,046798.pdf,Joy Spring.pdf,Vol1,1956
1182,Joyce's Samba,001182.pdf,Joyce's Samba.pdf,Vol2,1970
992520,Juju,992520.pdf,Juju.pdf,Vol1,1964
20685,|Jump, Jive An' Wail|,020685.pdf,Jump Jive An' Wail.pdf,Vol2,1956
992463,Jump Monk,992463.pdf,Jump Monk.pdf,Vol1,1957
436700,Jumpin' With Symphony Sid,436700.pdf,Jumpin' With Symphony Sid.pdf,Vol2,1949
437177,June In January,437177.pdf,June In January.pdf,Vol1,1934
437190,June Is Bustin' Out All Over,437190.pdf,June Is Bustin' Out All Over.pdf,Vol2,1945
89163,Just A Few,089163.pdf,Just A Few.pdf,Vol2,1954
437800,Just A Gigolo,437800.pdf,Just A Gigolo.pdf,Vol3,1930
32080,Just A Settin' And A Rockin',032080.pdf,Just A Settin' And A Rockin'.pdf,Vol2,1944
439280,Just In Time,439280.pdf,Just In Time.pdf,Vol2,1956
439476,Just One More Chance,439476.pdf,Just One More Chance.pdf,Vol1,1931
440380,Just Squeeze Me (But Don't Tease Me),440380.pdf,Just Squeeze Me But Don't Tease Me.pdf,Vol3,1946
983004,Just The Two Of Us,983004.pdf,Just The Two Of Us.pdf,Vol3,1980
440420,Just The Way You Are,440420.pdf,Just The Way You Are.pdf,Vol2,1977
55563,Kary's Trance,055563.pdf,Kary's Trance.pdf,Vol2,1956
441700,Katrina Ballerina,441700.pdf,Katrina Ballerina.pdf,Vol2,1977
60801,Kelo,060801.pdf,Kelo.pdf,Vol1,1957
15395,Kickin' The Gong Around,015395.pdf,Kickin' The Gong Around.pdf,Vol3,1931
55464,Kids Are Pretty People,055464.pdf,Kids Are Pretty People.pdf,Vol2,1963
444445,Killer Joe,444445.pdf,Killer Joe.pdf,Vol2,1959
495140,L-O-V-E,495140.pdf,L-O-V-E.pdf,Vol3,1964
997555,Lady Bird,997555.pdf,Lady Bird.pdf,Vol1,1947
31781,Lady Day,031781.pdf,Lady Day.pdf,Vol2,1979
983904,Lady Sings The Blues,983904.pdf,Lady Sings The Blues.pdf,Vol1,1956
27460,Lakes,027460.pdf,Lakes.pdf,Vol2,1977
12008,Lament,012008.pdf,Lament.pdf,Vol1,1954
10469,Las Vegas Tango,010469.pdf,Las Vegas Tango.pdf,Vol1,1964
458910,Last Night When We Were Young,458910.pdf,Last Night When We Were Young.pdf,Vol2,1937
461350,Lazy Afternoon,461350.pdf,Lazy Afternoon.pdf,Vol3,1954
461376,Lazy Bird,461376.pdf,Lazy Bird.pdf,Vol1,1957
462650,Lazy River,462650.pdf,Lazy River.pdf,Vol1,1931
462000,Lazybones,462000.pdf,Lazybones.pdf,Vol3,1933
87576,Learnin' The Blues,087576.pdf,Learnin' The Blues.pdf,Vol3,1955
54970,Leila,054970.pdf,Leila.pdf,Vol2,1957
466650,Lennie's Pennies,466650.pdf,Lennie's Pennies.pdf,Vol2,1958
469000,Let There Be Love,469000.pdf,Let There Be Love.pdf,Vol3,1940
17903,Let's Cool One,017903.pdf,Let's Cool One.pdf,Vol2,1978
470810,Let's Face The Music And Dance,470810.pdf,Let's Face The Music And Dance.pdf,Vol3,1935
470820,Let's Fall In Love,470820.pdf,Let's Fall In Love.pdf,Vol2,1933
471150,Let's Get Away From It All,471150.pdf,Let's Get Away From It All.pdf,Vol3,1941
471180,Let's Get Lost,471180.pdf,Let's Get Lost.pdf,Vol2,1942
478140,Like Someone In Love,478140.pdf,Like Someone In Love.pdf,Vol1,1944
478160,Like Sonny (Simple Like),478160.pdf,Like Sonny Simple Like.pdf,Vol2,1977
478195,Like Young,478195.pdf,Like Young.pdf,Vol2,1950
55626,Limbo,055626.pdf,Limbo.pdf,Vol2,1968
479020,Limehouse Blues,479020.pdf,Limehouse Blues.pdf,Vol1,1921
479150,Line For Lyons,479150.pdf,Line For Lyons.pdf,Vol3,1954
54983,Line Games,054983.pdf,Line Games.pdf,Vol3,1976
9784,Lines And Spaces,009784.pdf,Lines And Spaces.pdf,Vol1,1991
479200,Linger Awhile,479200.pdf,Linger Awhile.pdf,Vol3,1923
10167,Litha,010167.pdf,Litha.pdf,Vol1,1967
481080,Little Boat,481080.pdf,Little Boat.pdf,Vol1,1963
55341,Little Chicago Fire,055341.pdf,Little Chicago Fire.pdf,Vol2,1997
483170,Little Girl Blue,483170.pdf,Little Girl Blue.pdf,Vol3,1935
17904,Little Rootie Tootie,017904.pdf,Little Rootie Tootie.pdf,Vol2,1978
485075,Little Shoes,485075.pdf,Little Shoes.pdf,Vol3,
485451,Little Sunflower,485451.pdf,Little Sunflower.pdf,Vol2,1972
983361,Little Waltz,983361.pdf,Little Waltz.pdf,Vol1,1977
485615,Little White Lies,485615.pdf,Little White Lies.pdf,Vol3,1930
485630,Little Willie Leaps,485630.pdf,Little Willie Leaps.pdf,Vol3,1948
486716,Locomotion,486716.pdf,Locomotion.pdf,Vol2,1957
27465,Lone Jack,027465.pdf,Lone Jack.pdf,Vol2,
55663,Lonely Dreams,055663.pdf,Lonely Dreams.pdf,Vol2,1956
489630,Long Ago (And Far Away),489630.pdf,Long Ago And Far Away.pdf,Vol1,1944
491120,Lonnie's Lament,491120.pdf,Lonnie's Lament.pdf,Vol1,1977
491340,Look For The Silver Lining,491340.pdf,Look For The Silver Lining.pdf,Vol2,1919
491600,Look To The Rainbow,491600.pdf,Look To The Rainbow.pdf,Vol3,1946
491620,Look To The Sky,491620.pdf,Look To The Sky.pdf,Vol1,1967
494800,Lost In The Stars,494800.pdf,Lost In The Stars.pdf,Vol3,1944
5354,Lotus Blossom,005354.pdf,Lotus Blossom.pdf,Vol2,1968
497278,Love Is A Simple Thing,497278.pdf,Love Is A Simple Thing.pdf,Vol3,1952
497411,Love Is Just Around The Corner,497411.pdf,Love Is Just Around The Corner.pdf,Vol2,1934
497805,Love Is The Sweetest Thing,497805.pdf,Love Is The Sweetest Thing.pdf,Vol1,1932
818640,(Love Is) The Tender Trap,818640.pdf,Love Is The Tender Trap.pdf,Vol3,1955
497951,Love Letters,497951.pdf,Love Letters.pdf,Vol3,1945
498100,|Love, Look Away|,498100.pdf,Love Look Away.pdf,Vol2,1958
498750,Love Me Or Leave Me,498750.pdf,Love Me Or Leave Me.pdf,Vol3,1928
54960,Love Vibrations,054960.pdf,Love Vibrations.pdf,Vol2,1969
1373,Love You Madly,001373.pdf,Love You Madly.pdf,Vol3,1950
502743,|Lover, Come Back To Me|,502743.pdf,Lover Come Back To Me.pdf,Vol3,1928
502555,|Lover Man (Oh, Where Can You Be?)|,502555.pdf,Lover Man Oh Where Can You Be.pdf,Vol2,1941
502550,Lover,502550.pdf,Lover.pdf,Vol2,1932
59300,Lucky Southern,059300.pdf,Lucky Southern.pdf,Vol1,1972
505670,Lullaby Of Birdland,505670.pdf,Lullaby Of Birdland.pdf,Vol1,1952
506160,Lullaby Of The Leaves,506160.pdf,Lullaby Of The Leaves.pdf,Vol3,1932
506600,Lush Life,506600.pdf,Lush Life.pdf,Vol1,1949
992522,Mahjong,992522.pdf,Mahjong.pdf,Vol1,1964
508600,Maiden Voyage,508600.pdf,Maiden Voyage.pdf,Vol1,1973
510150,Make Someone Happy,510150.pdf,Make Someone Happy.pdf,Vol2,1960
510720,Makin' Whoopee!,510720.pdf,Makin' Whoopee.pdf,Vol3,1928
956480,Mambo #5,956480.pdf,Mambo 5.pdf,Vol3,1948
54972,Man In The Green Shirt,054972.pdf,Man In The Green Shirt.pdf,Vol1,1970
514900,Manhattan,514900.pdf,Manhattan.pdf,Vol3,1925
14031,Manteca,014031.pdf,Manteca.pdf,Vol2,1948
526240,Marmaduke,526240.pdf,Marmaduke.pdf,Vol3,1948
528180,Mas Que Nada,528180.pdf,Mas Que Nada.pdf,Vol3,1963
786,Masquerade,000786.pdf,Masquerade.pdf,Vol3,1932
532769,Maybe I Should Change My Ways,532769.pdf,Maybe I Should Change My Ways.pdf,Vol3,1947
10977,Mayreh,010977.pdf,Mayreh.pdf,Vol3,1956
536950,Mean To Me,536950.pdf,Mean To Me.pdf,Vol3,1929
537130,Meditation (Meditacao),537130.pdf,Meditation Meditacao.pdf,Vol1,1962
54985,Memories Of Tomorrow,054985.pdf,Memories Of Tomorrow.pdf,Vol1,1975
7246,Memories Of You,007246.pdf,Memories Of You.pdf,Vol2,1930
993783,Menina Flor,993783.pdf,Menina Flor.pdf,Vol2,1963
542100,|Mercy, Mercy, Mercy|,542100.pdf,Mercy Mercy Mercy.pdf,Vol2,1966
547010,Michelle,547010.pdf,Michelle.pdf,Vol1,1965
59396,Midnight Mood,059396.pdf,Midnight Mood.pdf,Vol1,1965
547260,Midnight Sun,547260.pdf,Midnight Sun.pdf,Vol3,1947
27472,Midwestern Nights Dream,027472.pdf,Midwestern Nights Dream.pdf,Vol1,1976
55071,Milano,055071.pdf,Milano.pdf,Vol1,1955
548930,Miles Ahead,548930.pdf,Miles Ahead.pdf,Vol2,1958
548935,Milestones,548935.pdf,Milestones.pdf,Vol3,1948
549330,Mimi,549330.pdf,Mimi.pdf,Vol3,1932
54999,Minor Mishap,054999.pdf,Minor Mishap.pdf,Vol2,1965
55000,Minor Mood,055000.pdf,Minor Mood.pdf,Vol2,1956
